resource_id,title,description,domain,resource_type,difficulty,duration_minutes,url,tags,created_at
394,Radioland Murders (1994),Educational resource: Radioland Murders (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Radioland%20Murders%20(1994),Comedy|Mystery|Romance,1994-01-01T00:00:00
395,Robin Hood: Men in Tights (1993),Educational resource: Robin Hood: Men in Tights (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993),Comedy,1993-01-01T00:00:00
396,Serial Mom (1994),Educational resource: Serial Mom (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994),Comedy|Crime|Horror,1994-01-01T00:00:00
397,Striking Distance (1993),Educational resource: Striking Distance (1993),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Striking%20Distance%20(1993),Action,1993-01-01T00:00:00
398,Super Mario Bros. (1993),Educational resource: Super Mario Bros. (1993),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993),Action|Adventure|Children's|Sci-Fi,1993-01-01T00:00:00
399,"Three Musketeers, The (1993)","Educational resource: Three Musketeers, The (1993)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Three%20Musketeers,%20The%20(1993)",Action|Adventure|Comedy,1993-01-01T00:00:00
400,"Little Rascals, The (1994)","Educational resource: Little Rascals, The (1994)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Little%20Rascals,%20The%20(1994)",Children's|Comedy,1994-01-01T00:00:00
401,"Brady Bunch Movie, The (1995)","Educational resource: Brady Bunch Movie, The (1995)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",Comedy,1995-01-01T00:00:00
402,Ghost (1990),Educational resource: Ghost (1990),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Ghost%20(1990),Comedy|Romance|Thriller,1990-01-01T00:00:00
403,Batman (1989),Educational resource: Batman (1989),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Batman%20(1989),Action|Adventure|Crime|Drama,1989-01-01T00:00:00
404,Pinocchio (1940),Educational resource: Pinocchio (1940),Art,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Pinocchio%20(1940),Animation|Children's,1940-01-01T00:00:00
405,Mission: Impossible (1996),Educational resource: Mission: Impossible (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996),Action|Adventure|Mystery,1996-01-01T00:00:00
406,Thinner (1996),Educational resource: Thinner (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Thinner%20(1996),Horror|Thriller,1996-01-01T00:00:00
407,Spy Hard (1996),Educational resource: Spy Hard (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Spy%20Hard%20(1996),Comedy,1996-01-01T00:00:00
408,"Close Shave, A (1995)","Educational resource: Close Shave, A (1995)",Art,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Close%20Shave,%20A%20(1995)",Animation|Comedy|Thriller,1996-01-01T00:00:00
409,Jack (1996),Educational resource: Jack (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Jack%20(1996),Comedy|Drama,1996-01-01T00:00:00
410,Kingpin (1996),Educational resource: Kingpin (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Kingpin%20(1996),Comedy,1996-01-01T00:00:00
411,"Nutty Professor, The (1996)","Educational resource: Nutty Professor, The (1996)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Nutty%20Professor,%20The%20(1996)",Comedy|Fantasy|Romance|Sci-Fi,1996-01-01T00:00:00
412,"Very Brady Sequel, A (1996)","Educational resource: Very Brady Sequel, A (1996)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Very%20Brady%20Sequel,%20A%20(1996)",Comedy,1996-01-01T00:00:00
413,Tales from the Crypt Presents: Bordello of Blood (1996),Educational resource: Tales from the Crypt Presents: Bordello of Blood (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20(1996),Horror,1996-01-01T00:00:00
414,My Favorite Year (1982),Educational resource: My Favorite Year (1982),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20(1982),Comedy,1982-01-01T00:00:00
415,"Apple Dumpling Gang, The (1975)","Educational resource: Apple Dumpling Gang, The (1975)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Apple%20Dumpling%20Gang,%20The%20(1975)",Children's|Comedy|Western,1975-01-01T00:00:00
416,Old Yeller (1957),Educational resource: Old Yeller (1957),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Old%20Yeller%20(1957),Children's|Drama,1957-01-01T00:00:00
417,"Parent Trap, The (1961)","Educational resource: Parent Trap, The (1961)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Parent%20Trap,%20The%20(1961)",Children's|Drama,1961-01-01T00:00:00
418,Cinderella (1950),Educational resource: Cinderella (1950),Art,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Cinderella%20(1950),Animation|Children's|Musical,1950-01-01T00:00:00
419,Mary Poppins (1964),Educational resource: Mary Poppins (1964),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Mary%20Poppins%20(1964),Children's|Comedy|Musical,1964-01-01T00:00:00
420,Alice in Wonderland (1951),Educational resource: Alice in Wonderland (1951),Art,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Alice%20in%20Wonderland%20(1951),Animation|Children's|Musical,1951-01-01T00:00:00
421,William Shakespeare's Romeo and Juliet (1996),Educational resource: William Shakespeare's Romeo and Juliet (1996),Literature,Video,Intermediate,120,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),Drama|Romance,1996-01-01T00:00:00
422,Aladdin and the King of Thieves (1996),Educational resource: Aladdin and the King of Thieves (1996),Art,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20(1996)%20(V),Animation|Children's|Comedy,1996-01-01T00:00:00
423,E.T. the Extra-Terrestrial (1982),Educational resource: E.T. the Extra-Terrestrial (1982),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29,Children's|Drama|Fantasy|Sci-Fi,1982-01-01T00:00:00
424,Children of the Corn: The Gathering (1996),Educational resource: Children of the Corn: The Gathering (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Children%20of%20the%20Corn%3A%20The%20Gathering%20%281996%29,Horror,1996-01-01T00:00:00
425,Bob Roberts (1992),Educational resource: Bob Roberts (1992),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bob%20Roberts%20(1992),Comedy,1992-01-01T00:00:00
426,"Transformers: The Movie, The (1986)","Educational resource: Transformers: The Movie, The (1986)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie,%20The%20(1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,1986-01-01T00:00:00
427,To Kill a Mockingbird (1962),Educational resource: To Kill a Mockingbird (1962),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962),Drama,1962-01-01T00:00:00
428,Harold and Maude (1971),Educational resource: Harold and Maude (1971),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Harold%20and%20Maude%20(1971),Comedy,1971-01-01T00:00:00
429,"Day the Earth Stood Still, The (1951)","Educational resource: Day the Earth Stood Still, The (1951)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Day%20the%20Earth%20Stood%20Still,%20The%20(1951)",Drama|Sci-Fi,1951-01-01T00:00:00
430,Duck Soup (1933),Educational resource: Duck Soup (1933),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Duck%20Soup%20(1933),Comedy|War,1933-01-01T00:00:00
431,Highlander (1986),Educational resource: Highlander (1986),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Highlander%20(1986),Action|Adventure,1986-01-01T00:00:00
432,Fantasia (1940),Educational resource: Fantasia (1940),Art,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Fantasia%20(1940),Animation|Children's|Musical,1940-01-01T00:00:00
433,Heathers (1989),Educational resource: Heathers (1989),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Heathers%20(1989),Comedy,1989-01-01T00:00:00
434,Forbidden Planet (1956),Educational resource: Forbidden Planet (1956),Physics,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956),Sci-Fi,1956-01-01T00:00:00
435,Butch Cassidy and the Sundance Kid (1969),Educational resource: Butch Cassidy and the Sundance Kid (1969),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),Action|Comedy|Western,1969-01-01T00:00:00
436,"American Werewolf in London, An (1981)","Educational resource: American Werewolf in London, An (1981)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)",Horror,1981-01-01T00:00:00
437,Amityville 1992: It's About Time (1992),Educational resource: Amityville 1992: It's About Time (1992),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992),Horror,1992-01-01T00:00:00
438,Amityville 3-D (1983),Educational resource: Amityville 3-D (1983),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983),Horror,1983-01-01T00:00:00
439,Amityville: A New Generation (1993),Educational resource: Amityville: A New Generation (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993),Horror,1993-01-01T00:00:00
440,Amityville II: The Possession (1982),Educational resource: Amityville II: The Possession (1982),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),Horror,1982-01-01T00:00:00
441,"Amityville Horror, The (1979)","Educational resource: Amityville Horror, The (1979)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)",Horror,1979-01-01T00:00:00
442,"Amityville Curse, The (1990)","Educational resource: Amityville Curse, The (1990)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)",Horror,1990-01-01T00:00:00
443,"Birds, The (1963)","Educational resource: Birds, The (1963)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",Horror,1963-01-01T00:00:00
444,"Blob, The (1958)","Educational resource: Blob, The (1958)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)",Horror|Sci-Fi,1958-01-01T00:00:00
445,"Body Snatcher, The (1945)","Educational resource: Body Snatcher, The (1945)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)",Horror,1945-01-01T00:00:00
446,Burnt Offerings (1976),Educational resource: Burnt Offerings (1976),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976),Horror,1976-01-01T00:00:00
447,Carrie (1976),Educational resource: Carrie (1976),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Carrie%20(1976),Horror,1976-01-01T00:00:00
448,"Omen, The (1976)","Educational resource: Omen, The (1976)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)",Horror,1976-01-01T00:00:00
449,Star Trek: The Motion Picture (1979),Educational resource: Star Trek: The Motion Picture (1979),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),Action|Adventure|Sci-Fi,1979-01-01T00:00:00
450,Star Trek V: The Final Frontier (1989),Educational resource: Star Trek V: The Final Frontier (1989),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),Action|Adventure|Sci-Fi,1989-01-01T00:00:00
451,Grease (1978),Educational resource: Grease (1978),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Grease%20(1978),Comedy|Musical|Romance,1978-01-01T00:00:00
452,Jaws 2 (1978),Educational resource: Jaws 2 (1978),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Jaws%202%20(1978),Action|Horror,1978-01-01T00:00:00
453,Jaws 3-D (1983),Educational resource: Jaws 3-D (1983),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),Action|Horror,1983-01-01T00:00:00
454,Bastard Out of Carolina (1996),Educational resource: Bastard Out of Carolina (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),Drama,1996-01-01T00:00:00
455,Jackie Chan's First Strike (1996),Educational resource: Jackie Chan's First Strike (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),Action,1997-01-01T00:00:00
456,Beverly Hills Ninja (1997),Educational resource: Beverly Hills Ninja (1997),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20(1997),Action|Comedy,1997-01-01T00:00:00
457,Free Willy 3: The Rescue (1997),Educational resource: Free Willy 3: The Rescue (1997),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),Adventure|Children's|Drama,1997-01-01T00:00:00
458,Nixon (1995),Educational resource: Nixon (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Nixon%20(1995),Drama,1995-01-01T00:00:00
459,"Cry, the Beloved Country (1995)","Educational resource: Cry, the Beloved Country (1995)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Cry,%20the%20Beloved%20Country%20(1995)",Drama,1995-01-01T00:00:00
460,"Crossing Guard, The (1995)","Educational resource: Crossing Guard, The (1995)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Crossing%20Guard,%20The%20(1995)",Drama,1995-01-01T00:00:00
461,Smoke (1995),Educational resource: Smoke (1995),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Smoke%20(1995),Drama,1995-01-01T00:00:00
462,Like Water For Chocolate (Como agua para chocolate) (1992),Educational resource: Like Water For Chocolate (Como agua para chocolate) (1992),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Como%20agua%20para%20chocolate%20(1992),Drama|Romance,1992-01-01T00:00:00
463,"Secret of Roan Inish, The (1994)","Educational resource: Secret of Roan Inish, The (1994)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Secret%20of%20Roan%20Inish,%20The%20(1994)",Adventure,1994-01-01T00:00:00
464,Vanya on 42nd Street (1994),Educational resource: Vanya on 42nd Street (1994),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Vanya%20on%2042nd%20Street%20(1994),Drama,1994-01-01T00:00:00
465,"Jungle Book, The (1994)","Educational resource: Jungle Book, The (1994)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Jungle%20Book,%20The%20(1994)",Adventure|Children's|Romance,1994-01-01T00:00:00
466,Red Rock West (1992),Educational resource: Red Rock West (1992),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Red%20Rock%20West%20(1992),Thriller,1992-01-01T00:00:00
467,"Bronx Tale, A (1993)","Educational resource: Bronx Tale, A (1993)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Bronx%20Tale,%20A%20(1993)",Drama,1993-01-01T00:00:00
468,Rudy (1993),Educational resource: Rudy (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Rudy%20(1993),Drama,1993-01-01T00:00:00
469,Short Cuts (1993),Educational resource: Short Cuts (1993),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Short%20Cuts%20(1993),Drama,1993-01-01T00:00:00
470,Tombstone (1993),Educational resource: Tombstone (1993),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Tombstone%20(1993),Western,1993-01-01T00:00:00
471,Courage Under Fire (1996),Educational resource: Courage Under Fire (1996),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Courage%20Under%20Fire%20(1996),Drama|War,1996-01-01T00:00:00
472,Dragonheart (1996),Educational resource: Dragonheart (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Dragonheart%20(1996),Action|Adventure|Fantasy,1996-01-01T00:00:00
473,James and the Giant Peach (1996),Educational resource: James and the Giant Peach (1996),Art,Video,Intermediate,120,http://us.imdb.com/M/title-exact?James%20and%20the%20Giant%20Peach%20(1996),Animation|Children's|Musical,1996-01-01T00:00:00
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Educational resource: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Physics,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Dr.%20Strangelove%20or:%20How%20I%20Learned%20to%20Stop%20Worrying%20and%20Love%20the%20Bomb%20(1963),Sci-Fi|War,1963-01-01T00:00:00
475,Trainspotting (1996),Educational resource: Trainspotting (1996),Literature,Video,Intermediate,120,http://us.imdb.com/Title?Trainspotting+(1996),Drama,1996-01-01T00:00:00
476,"First Wives Club, The (1996)","Educational resource: First Wives Club, The (1996)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?First%20Wives%20Club,%20The%20(1996)",Comedy,1996-01-01T00:00:00
477,Matilda (1996),Educational resource: Matilda (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Matilda%20(1996),Children's|Comedy,1996-01-01T00:00:00
478,"Philadelphia Story, The (1940)","Educational resource: Philadelphia Story, The (1940)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Philadelphia%20Story,%20The%20(1940)",Comedy|Romance,1940-01-01T00:00:00
479,Vertigo (1958),Educational resource: Vertigo (1958),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Vertigo%20(1958),Mystery|Thriller,1958-01-01T00:00:00
480,North by Northwest (1959),Educational resource: North by Northwest (1959),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?North%20by%20Northwest%20(1959),Comedy|Thriller,1959-01-01T00:00:00
481,"Apartment, The (1960)","Educational resource: Apartment, The (1960)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Apartment,%20The%20(1960)",Comedy|Drama,1960-01-01T00:00:00
482,Some Like It Hot (1959),Educational resource: Some Like It Hot (1959),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Some%20Like%20It%20Hot%20(1959),Comedy|Crime,1959-01-01T00:00:00
483,Casablanca (1942),Educational resource: Casablanca (1942),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Casablanca%20(1942),Drama|Romance|War,1942-01-01T00:00:00
484,"Maltese Falcon, The (1941)","Educational resource: Maltese Falcon, The (1941)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Maltese%20Falcon,%20The%20(1941)",Film-Noir|Mystery,1941-01-01T00:00:00
485,My Fair Lady (1964),Educational resource: My Fair Lady (1964),Music,Video,Intermediate,120,http://us.imdb.com/M/title-exact?My%20Fair%20Lady%20(1964),Musical|Romance,1964-01-01T00:00:00
486,Sabrina (1954),Educational resource: Sabrina (1954),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Sabrina%20(1954),Comedy|Romance,1954-01-01T00:00:00
487,Roman Holiday (1953),Educational resource: Roman Holiday (1953),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Roman%20Holiday%20(1953),Comedy|Romance,1953-01-01T00:00:00
488,Sunset Blvd. (1950),Educational resource: Sunset Blvd. (1950),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Sunset%20Boulevard%20(1950),Film-Noir,1950-01-01T00:00:00
489,Notorious (1946),Educational resource: Notorious (1946),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Notorious%20(1946),Film-Noir|Romance|Thriller,1946-01-01T00:00:00
490,To Catch a Thief (1955),Educational resource: To Catch a Thief (1955),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?To%20Catch%20a%20Thief%20(1955),Comedy|Romance|Thriller,1955-01-01T00:00:00
491,"Adventures of Robin Hood, The (1938)","Educational resource: Adventures of Robin Hood, The (1938)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Adventures%20of%20Robin%20Hood,%20The%20(1938)",Action|Adventure,1938-01-01T00:00:00
492,East of Eden (1955),Educational resource: East of Eden (1955),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?East%20of%20Eden%20(1955),Drama,1955-01-01T00:00:00
493,"Thin Man, The (1934)","Educational resource: Thin Man, The (1934)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Thin%20Man,%20The%20(1934)",Mystery,1934-01-01T00:00:00
494,His Girl Friday (1940),Educational resource: His Girl Friday (1940),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?His%20Girl%20Friday%20(1940),Comedy,1940-01-01T00:00:00
495,Around the World in 80 Days (1956),Educational resource: Around the World in 80 Days (1956),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Around%20the%20World%20in%2080%20Days%20(1956),Adventure|Comedy,1956-01-01T00:00:00
496,It's a Wonderful Life (1946),Educational resource: It's a Wonderful Life (1946),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?It's%20a%20Wonderful%20Life%20(1946),Drama,1946-01-01T00:00:00
497,Bringing Up Baby (1938),Educational resource: Bringing Up Baby (1938),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bringing%20Up%20Baby%20(1938),Comedy,1938-01-01T00:00:00
498,"African Queen, The (1951)","Educational resource: African Queen, The (1951)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?African%20Queen,%20The%20(1951)",Action|Adventure|Romance|War,1951-01-01T00:00:00
499,Cat on a Hot Tin Roof (1958),Educational resource: Cat on a Hot Tin Roof (1958),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Cat%20on%20a%20Hot%20Tin%20Roof%20(1958),Drama,1958-01-01T00:00:00
500,Fly Away Home (1996),Educational resource: Fly Away Home (1996),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Fly%20Away%20Home%20(1996),Adventure|Children's,1996-01-01T00:00:00
501,Dumbo (1941),Educational resource: Dumbo (1941),Art,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Dumbo%20(1941),Animation|Children's|Musical,1941-01-01T00:00:00
502,Bananas (1971),Educational resource: Bananas (1971),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bananas%20(1971),Comedy|War,1971-01-01T00:00:00
503,"Candidate, The (1972)","Educational resource: Candidate, The (1972)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Candidate,%20The%20(1972)",Drama,1972-01-01T00:00:00
504,Bonnie and Clyde (1967),Educational resource: Bonnie and Clyde (1967),History,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Bonnie%20and%20Clyde%20(1967),Crime|Drama,1967-01-01T00:00:00
505,Dial M for Murder (1954),Educational resource: Dial M for Murder (1954),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Dial%20M%20for%20Murder%20(1954),Mystery|Thriller,1954-01-01T00:00:00
506,Rebel Without a Cause (1955),Educational resource: Rebel Without a Cause (1955),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Rebel%20Without%20a%20Cause%20(1955),Drama,1955-01-01T00:00:00
507,"Streetcar Named Desire, A (1951)","Educational resource: Streetcar Named Desire, A (1951)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Streetcar%20Named%20Desire,%20A%20(1951)",Drama,1951-01-01T00:00:00
508,"People vs. Larry Flynt, The (1996)","Educational resource: People vs. Larry Flynt, The (1996)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?People%20vs.%20Larry%20Flynt,%20The%20(1996)",Drama,1996-01-01T00:00:00
509,My Left Foot (1989),Educational resource: My Left Foot (1989),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?My%20Left%20Foot%20(1989),Drama,1989-01-01T00:00:00
510,"Magnificent Seven, The (1954)","Educational resource: Magnificent Seven, The (1954)",General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Shichinin%20no%20samurai%20(1954),Action|Drama|Western,1954-01-01T00:00:00
511,Lawrence of Arabia (1962),Educational resource: Lawrence of Arabia (1962),General,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Lawrence%20of%20Arabia%20(1962),Adventure|War,1962-01-01T00:00:00
512,Wings of Desire (1987),Educational resource: Wings of Desire (1987),Literature,Video,Intermediate,120,"http://us.imdb.com/Title?Himmel+%FCber+Berlin,+Der+(1987)",Comedy|Drama|Romance,1987-01-01T00:00:00
513,"Third Man, The (1949)","Educational resource: Third Man, The (1949)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Third%20Man,%20The%20(1949)",Mystery|Thriller,1949-01-01T00:00:00
514,Annie Hall (1977),Educational resource: Annie Hall (1977),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Annie%20Hall%20(1977),Comedy|Romance,1977-01-01T00:00:00
515,"Boot, Das (1981)","Educational resource: Boot, Das (1981)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Boot,%20Das%20(1981)",Action|Drama|War,1997-01-01T00:00:00
516,Local Hero (1983),Educational resource: Local Hero (1983),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Local%20Hero%20(1983),Comedy,1983-01-01T00:00:00
517,Manhattan (1979),Educational resource: Manhattan (1979),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Manhattan%20(1979),Comedy|Drama|Romance,1979-01-01T00:00:00
518,Miller's Crossing (1990),Educational resource: Miller's Crossing (1990),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Miller's%20Crossing%20(1990),Drama,1990-01-01T00:00:00
519,"Treasure of the Sierra Madre, The (1948)","Educational resource: Treasure of the Sierra Madre, The (1948)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Treasure%20of%20the%20Sierra%20Madre,%20The%20(1948)",Adventure,1948-01-01T00:00:00
520,"Great Escape, The (1963)","Educational resource: Great Escape, The (1963)",General,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Great%20Escape,%20The%20(1963)",Adventure|War,1963-01-01T00:00:00
521,"Deer Hunter, The (1978)","Educational resource: Deer Hunter, The (1978)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Deer%20Hunter,%20The%20(1978)",Drama|War,1978-01-01T00:00:00
522,Down by Law (1986),Educational resource: Down by Law (1986),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Down%20by%20Law%20(1986),Comedy|Drama,1986-01-01T00:00:00
523,Cool Hand Luke (1967),Educational resource: Cool Hand Luke (1967),Literature,Video,Intermediate,120,http://us.imdb.com/M/title-exact?Cool%20Hand%20Luke%20(1967),Comedy|Drama,1967-01-01T00:00:00
524,"Great Dictator, The (1940)","Educational resource: Great Dictator, The (1940)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Great%20Dictator,%20The%20(1940)",Comedy,1940-01-01T00:00:00
525,"Big Sleep, The (1946)","Educational resource: Big Sleep, The (1946)",Literature,Video,Intermediate,120,"http://us.imdb.com/M/title-exact?Big%20Sleep,%20The%20(1946)",Film-Noir|Mystery,1946-01-01T00:00:00
